aaron,68.21
abordaje,31
abordar,217.03
abreviar,24.8
abreviatura,68.21
absoluto,49.61
abstracción,80.61
abstracta,49.61
abstracto,204.63
acabado,68.21
academic,55.81
académico,204.63
acento,477.46
acentuación,167.42
acentuado,74.41
acepción,62.01
aceptable,80.61
aceptación,117.81
acercamiento,93.01
achacar,18.6
acontecer,37.2
acquisition,24.8
across,24.8
acta,93.01
acusativo,62.01
acuñar,68.21
acústico,142.62
adagio,62.01
adaptativo,31
adecuación,62.01
adele,31
adjetival,18.6
adjetivo,24.8
adjunto,62.01
adquisición,223.23
adscripción,18.6
advenimiento,37.2
adverbial,18.6
adverbio,130.22
afectivo,111.61
afijo,93.01
afirmación,204.63
africada,37.2
african,62.01
africano,310.04
afrontamiento,68.21
after,49.61
agrupar,179.82
ajustar él,37.2
alarcos,93.01
albert,229.43
alegoría,49.61
alegórico,80.61
alejandrino,18.6
alejandría,186.02
alejandrín,24.8
aleluyas,18.6
alfabeto,266.63
alfabético,86.81
algoritmo,155.02
alighieri,24.8
alofónico,37.2
alomorfos,24.8
alphabet,18.6
alternancia,111.61
altmann,43.41
alveolar,62.01
alófono,384.45
amado,37.2
ambiguo,49.61
ambigüedad,210.83
amplitud,62.01
analizado,31
analizador,31
analizar,700.69
analizar él,37.2
analogía,93.01
analysis,192.22
analítico,62.01
analógico,43.41
anglosajón,93.01
anglófono,24.8
angustia,74.41
anotación,80.61
ansiedad,260.43
anteceder,43.41
anthropos,18.6
antiguo,266.63
antigüedad,80.61
antoni,55.81
antropología,341.04
antropológico,117.81
antroponimia,31
antropólogo,62.01
antítesis,18.6
anáfora,31
análisis,142.62
análogo,62.01
apellido,260.43
apical,68.21
aplicabilidad,31
aplicable,55.81
aplicación,644.88
aplicada,93.01
aplicado,334.84
aplicar,750.29
aportación,93.01
applications,24.8
applied,167.42
approaches,31
apreciable,24.8
aprender,353.44
aprendizaje,55.81
april,49.61
apropiado,111.61
aproximación,291.44
aproximant,37.2
aproximante,49.61
aproximar,55.81
aproximar él,24.8
apóstrofo,49.61
arcaica,24.8
arcaico,74.41
argot,37.2
argumentación,99.21
argumental,31
argumentar,310.04
argumento,347.24
ariel,93.01
aristarco,31
aristotélico,55.81
aristóteles,117.81
armin,24.8
armonización,37.2
armonía,43.41
arqueología,62.01
arquetipo,55.81
articulación,353.44
articulado,68.21
articular,105.41
articulatoria,24.8
articulatorio,124.02
artificial,483.66
aserción,37.2
asignación,124.02
asignatura,62.01
asimilación,74.41
asimilar,62.01
asimilar él,18.6
asistido,105.41
asociativo,24.8
aspecto,1004.53
aspects,31
aspirada,37.2
aspirado,68.21
association,260.43
asterisco,31
atlas,130.22
auditivo,99.21
august,99.21
aullón,155.02
autenticidad,49.61
autobiografía,62.01
autodestructivo,24.8
autoestima,24.8
automatizado,31
automática,18.6
automático,1159.55
autor,1990.45
autoría,80.61
autómata,43.41
auxiliar,105.41
añadir él,43.41
balbuceo,18.6
bally,49.61
baltasar,43.41
bandura,18.6
bantú,18.6
barton,55.81
basar,601.48
baudelaire,31
beck,136.42
behavior,37.2
behavioral,31
benedetto,49.61
benjamins,80.61
benveniste,31
biblia,409.25
bibliografía,62.01
bibliography,31
bilabial,24.8
bilingüe,86.81
bilingüismo,24.8
biología,105.41
bizancio,37.2
blando,167.42
blasco,62.01
bloomfield,99.21
boas,86.81
boccaccio,24.8
bonn,49.61
boom,31
bopp,43.41
boscán,37.2
bourdieu,49.61
