"FALSO",24.10
"VERDADERO",64.90
"a",21375.03
"a'b",0.01
"a'b'c",0.03
"a'b'c'd'e",0.01
"a'c",0.00
"a'casiña",0.00
"a'cercar",0.00
"a'congresos",0.00
"a'encuentro",0.00
"a'g",0.01
"a'godó",0.01
"a'i",0.07
"a'isa",0.00
"a'kabal",0.00
"a'muñeira",0.00
"a'poco",0.00
"a'quellos",0.01
"a'raspall",0.00
"a's",0.01
"a'tajar",0.00
"a'ustó",0.00
"a'vega",0.00
"a'visale",0.00
"a'visales",0.00
"a'ítema",0.00
"aa",7.83
"aaa",0.99
"aaaa",0.09
"aaaaa",0.05
"aaaaaa",0.01
"aaaaaaa",0.06
"aaaaaaaaa",0.04
"aaaaaaaaaa",0.01
"aaaaaaaaaaa",0.05
"aaaaaaaaaaaaaaaaaaaa",0.00
"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",0.02
"aaaaaaaaaaaaaaaaaaahhhhhh",0.01
"aaaaaaaaaaaagggggggggggg",0.00
"aaaaaaaaaaaah",0.00
"aaaaaaaaaaayy",0.00
"aaaaaaaaaaayyy",0.00
"aaaaaaaaaaggggghhhhhhh",0.00
"aaaaaaaaaah",0.00
"aaaaaaaaaahhhhggg",0.00
"aaaaaaaaaahhhhhhhhhh",0.00
"aaaaaaaaaaquí",0.00
"aaaaaaaaaay",0.00
"aaaaaaaaaayyyyyyyyyyyyy",0.00
"aaaaaaaaahhhhh",0.00
"aaaaaaaaayyyyyyyyyyyyyyyy",0.00
"aaaaaaaabbbbbbbbbbbbbb",0.00
"aaaaaaaah",0.01
"aaaaaaaahhh",0.00
"aaaaaaaahhhh",0.00
"aaaaaaaayy",0.00
"aaaaaaaggh",0.01
"aaaaaaah",0.01
"aaaaaaahhhh",0.01
"aaaaaaahhhhhh",0.01
"aaaaaaai",0.00
"aaaaaaay",0.00
"aaaaaaayy",0.01
"aaaaaaayyyyyyyyyyyy",0.00
"aaaaaah",0.03
"aaaaaahg",0.00
"aaaaaahh",0.00
"aaaaaahhhhh",0.01
"aaaaaahhhhhh",0.00
"aaaaaahhhhhhhh",0.00
"aaaaaahí",0.00
"aaaaaalto",0.00
"aaaaaasco",0.00
"aaaaaaspiración",0.00
"aaaaaave",0.00
"aaaaaay",0.01
"aaaaaayy",0.00
"aaaaaayyyyyy",0.00
"aaaaaayyyyyyyyy",0.00
"aaaaacaaaá",0.00
"aaaaaeeeeeeeé",0.00
"aaaaag",0.00
"aaaaaggggg",0.00
"aaaaagh",0.01
"aaaaah",0.07
"aaaaahhh",0.00
"aaaaahhhh",0.01
"aaaaahhhhh",0.03
"aaaaalih",0.00
"aaaaalto",0.00
"aaaaasí",0.00
"aaaaay",0.06
"aaaaayyy",0.01
"aaaaayyyiiiiiiiyyyaaaaaaaaa",0.00
"aaaaayyyyy",0.01
"aaaaaéééééé",0.00
"aaaacccááaaaaaa",0.00
"aaaademás",0.00
"aaaag",0.01
"aaaaggg",0.00
"aaaah",0.09
"aaaahhh",0.03
"aaaahhhgg",0.00
"aaaahhhh",0.02
"aaaammmm",0.00
"aaaargh",0.00
"aaaasí",0.01
"aaaay",0.05
"aaaayy",0.03
"aaaayyy",0.01
"aaaayyyy",0.01
"aaaañooos",0.00
"aaacaaaaááááá",0.00
"aaacaaaááá",0.00
"aaaccaaaaáá",0.00
"aaaccdc",0.00
"aaacddd",0.00
"aaacto",0.01
"aaag",0.00
"aaaggg",0.00
"aaagua",0.01
"aaah",0.09
"aaahh",0.01
"aaahhh",0.11
"aaahhhh",0.01
"aaahí",0.00
"aaaj",0.00
"aaajá",0.00
"aaal",0.01
"aaamalia",0.00
"aaao",0.00
"aaaquel",0.00
"aaar",0.00
"aaarp",0.00
"aaas",0.06
"aaashhiihshiiissss",0.00
"aaatchís",0.01
"aaatención",0.00
"aaau",0.00
"aaay",0.14
"aaayy",0.00
"aaayyy",0.03
"aaayyyhhaajjaa",0.00
"aaayyyiii",0.00
"aaayyyyyy",0.07
"aaazahar",0.01
"aab",0.01
"aaba",0.01
"aabab",0.00
"aabb",0.14
"aabbccddee",0.01
"aac",0.10
"aacaaaaaá",0.00
"aacc",0.01
"aacccááaa",0.00
"aacce",0.00
"aaccla",0.01
"aaccááaaaaa",0.00
"aachen",0.09
"aachner",0.00
"aachor",0.04
"aacm",0.00
"aacms",0.01
"aacr",0.01
"aacrea",0.02
"aacs",0.00
"aacte",0.04
"aactv",0.00
"aacááaaaaaaa",0.00
"aad",0.09
"aadide",0.00
"aadvantage",0.00
"aae",0.18
"aaee",0.00
"aaes",0.00
"aaf",0.01
"aafp",0.01
"aag",0.01
"aage",0.01
"aaggiiiuuuuoooggggggoooouuuuuu",0.00
"aah",0.06
"aahen",0.00
"aahh",0.01
"aahhh",0.02
"aahhhh",0.00
"aahjc",0.00
"aaholm",0.01
"aahrus",0.00
"aahí",0.00
"aai",0.02
"aaii",0.01
"aais",0.00
"aaiun",0.01
"aaiuu",0.00
"aaiún",0.22
"aaj",0.00
"aak",0.01
"aakar",0.00
"aaken",0.00
"aaker",0.01
"aal",0.02
"aalape",0.00
"aalborg",0.02
"aalejos",0.00
"aalelo",0.00
"aalen",0.00
"aalicio",0.00
"aalium",0.00
"aaliyah",0.00
"aalst",0.01
"aalto",0.34
"aaltonen",0.00
"aamae",0.00
"aamb",0.05
"aames",0.01
"aami",0.03
"aamir",0.00
"aamod",0.00
"aamodt",0.14
"aamón",0.00
"aan",0.10
"aandra",0.00
"aanilorc",0.00
"aao",0.00
"aaompaña",0.00
"aaos",0.00
"aap",0.18
"aapas",0.00
"aapaunam",0.03
"aapos",0.01
"aapp",0.04
"aappq",0.01
"aapresid",0.01
"aaq",0.00
"aar",0.06
"aarau",0.01
"aarberg",0.00
"aardbei",0.00
"aardevol",0.00
"aardt",0.01
"aardvark",0.05
"aare",0.00
"aarej",0.00
"aarestad",0.01
"aarf",0.00
"aarhus",0.13
"aarika",0.00
"aarikka",0.00
"aarno",0.00
"aaron",1.14
"aarond",0.00
"aarones",0.00
"aaroon",0.00
"aarre",0.00
"aars",0.00
"aarsater",0.00
"aarseth",0.01
"aart",0.01
"aarus",0.01
"aarvo",0.00
"aarón",2.05
"aas",0.06
"aasana",0.01
"aase",0.00
"aasg",0.00
"aashen",0.00
"aassar",0.01
"aast",0.01
"aasta",0.00
"aat",0.10
"aatc",0.00
"aate",0.02
"aatm",0.01
"aatra",0.01
"aatta",0.00
"aatv",0.00
"aauu",0.00
"aauuu",0.01
"aauuuu",0.00
"aav",0.09
"aava",0.00
"aavalos",0.00
"aavbae",0.03
"aavv",0.02
"aavyt",0.00
"aawh",0.01
"aay",0.07
"aayp",0.00
"aayy",0.01
"aayyy",0.01
"aayyyiii",0.00
"aayyyy",0.01
"aaznares",0.00
"ab",2.43
"ab'c",0.00
"aba",0.24
"abab",0.03
"ababa",0.01
"ababc",0.00
"ababol",0.01
"ababra",0.00
"ababsa",0.00
"abac",0.01
"abaca",0.02
"abacad",0.01
"abacada",0.00
"abacal",0.00
"abacanada",0.00
"abacanto",0.01
"abacantus",0.02
"abacate",0.01
"abacavir",0.01
"abacaxi",0.00
"abacd",0.00
"abacera",0.00
"abacero",0.00
"abacete",0.00
"abacha",0.19
"abache",0.00
"abacial",0.16
"abaciales",0.02
"abaco",0.17
"abacoa",0.01
"abacogf",0.01
"abacolombia",0.00
"abactrim",0.05
"abacus",0.01
"abacuás",0.00
"abacá",0.03
"abad",6.82
"abada",0.08
"abadal",0.11
"abadalá",0.01
"abadam",0.00
"abadan",0.01
"abadanado",0.00
"abadashian",0.00
"abaddon",0.01
"abaddón",0.01
"abade",0.00
"abadeja",0.00
"abadejo",0.26
"abadejos",0.03
"abadengo",0.01
"abadense",0.01
"abades",0.37
"abadesa",1.39
"abadesas",0.14
"abadeses",0.01
"abadesses",0.05
"abadi",0.24
"abadia",0.02
"abadial",0.00
"abadiamontserrat",0.00
"abadiano",0.01
"abadias",0.00
"abadie",0.09
"abadillo",0.60
"abadina",0.05
"abadir",0.01
"abadiño",0.00
"abadono",0.00
"abadum",0.00
"abady",0.00
"abadzic",0.00
"abadzie",0.00
"abadán",0.11
"abadí",0.01
"abadía",3.70
"abadías",0.30
"abadíe",0.08
"abadín",0.02
"abadío",0.01
"abadón",0.00
"abaetetuba",0.01
"abaetjo",0.00
"abagnale",0.03
"abagnara",0.00
"abaho",0.00
"abai",0.00
"abaiana",0.00
"abaigar",0.00
"abailar",0.00
"abaissement",0.01
"abaitua",0.39
"abaitúa",0.05
"abaixa",0.00
"abaixo",0.05
"abaiye",0.00
"abaiyo",0.00
"abaj",0.01
"abaja",0.01
"abajaba",0.00
"abajaban",0.00
"abajada",0.00
"abajados",0.00
"abajamiento",0.04
"abajan",0.00
"abajar",0.02
"abajara",0.00
"abajarlo",0.00
"abajarme",0.00
"abajaron",0.00
"abajarse",0.00
"abajase",0.00
"abaje",0.01
"abajeña",0.00
"abajeño",0.02
"abajeños",0.01
"abajino",0.00
"abajito",0.08
"abajo",78.56
"abajo'el",0.00
"abajos",0.02
"abaju",0.00
"abajándola",0.00
"abajísimo",0.00
"abajó",0.00
"abak",0.00
"abakanowicz",0.01
"abakanscz",0.00
"abakua",0.00
"abakuá",0.36
"abakuás",0.04
"abal",0.15
"abala",0.00
"abalabagagagá",0.00
"abalance",0.01
"abalancé",0.17
"abalanza",0.93
"abalanzaba",0.25
"abalanzaban",0.09
"abalanzadas",0.00
"abalanzado",0.13
"abalanzados",0.00
"abalanzamiento",0.00
"abalanzamos",0.01
"abalanzan",0.30
"abalanzar",0.03
"abalanzara",0.01
"abalanzarlo",0.00
"abalanzarme",0.02
"abalanzarnos",0.00
"abalanzaron",0.41
"abalanzarse",0.41
"abalanzará",0.00
"abalanzarán",0.01
"abalanzaría",0.01
"abalanzarían",0.00
"abalanzas",0.01
"abalanzase",0.02
"abalanzasen",0.00
"abalanzaste",0.00
"abalanzo",0.06
"abalanzándome",0.01
"abalanzándose",0.20
"abalanzáramos",0.00
"abalanzáronse",0.00
"abalanzársele",0.02
"abalanzó",1.42
"abalanzónos",0.00
"abalançaron",0.00
"abalate",0.00
"abalaustrado",0.00
"abalazzuas",0.01
"abalaú",0.00
"abalconaba",0.00
"abalconada",0.01
"abalconadas",0.01
"abalconado",0.01
"abalconados",0.01
"abalconamiento",0.00
"abalconan",0.00
"abalde",0.03
"abaldin",0.00
"abaldonado",0.00
"abaleada",0.01
"abaleadas",0.00
"abaleado",0.05
"abaleados",0.01
"abalean",0.00
"abalear",0.01
"abalearon",0.01
"abaleo",0.01
"abalesa",0.00
"abalkin",0.01
"aballay",0.02
"aballí",0.09
"abalo",0.07
"abalo's",0.03
"abalonamiento",0.00
"abalonera",0.01
"abalones",0.12
"abalorio",0.02
"abalorios",0.74
"abalos",0.22
"abalovich",0.00
"abaluartada",0.00
"abaluartadas",0.00
"abalá",0.00
"abalón",0.14
"abambé",0.00
"aban",0.01
"abana",0.01
"abanatán",0.00
"abancalada",0.00
"abancaladas",0.00
"abancalamiento",0.01
"abancalamientos",0.00
"abancay",0.34
"abanches",0.00
"abanciar",0.00
"abancéns",0.00
"abanda",0.21
"abandeirados",0.00
"abandera",0.13
"abanderaba",0.03
"abanderaban",0.01
"abanderada",0.43
"abanderadas",0.13
"abanderado",1.88
"abanderados",0.62
"abanderamiento",0.15
"abanderamientos",0.01
"abanderan",0.07
"abanderando",0.05
"abanderar",0.26
"abanderara",0.03
"abanderarlas",0.00
"abanderaron",0.01
"abanderarse",0.03
"abanderaría",0.00
"abanderase",0.00
"abandere",0.01
"abanderización",0.00
"abanderizarse",0.00
"abanderizó",0.00
"abanderándole",0.00
"abanderás",0.00
"abanderó",0.07
"abando",0.07
"abandoibarra",0.03
"abandona",11.78
"abandonaba",3.70
"abandonaban",1.76
"abandonabas",0.02
"abandonables",0.00
"abandonad",0.04
"abandonada",8.08
"abandonadamente",0.01
"abandonadas",3.76
"abandonaditas",0.00
"abandonado",23.01
"abandonadores",0.03
"abandonados",7.12
"abandonalle",0.00
"abandoname",0.02
"abandonamiento",0.00
"abandonamos",1.08
"abandonan",4.58
"abandonando",4.64
"abandonante",0.00
"abandonao",0.01
"abandonaos",0.01
"abandonar",41.30
"abandonara",2.26
"abandonaran",0.97
"abandonaras",0.03
"abandonaremos",0.22
"abandonaren",0.00
"abandonarla",1.56
"abandonarlas",0.22
"abandonarle",0.28
"abandonarles",0.04
"abandonarlo",1.43
"abandonarlos",0.41
"abandonarme",0.61
"abandonarnos",0.26
"abandonaron",6.78
"abandonaros",0.02
"abandonarse",1.29
"abandonarte",0.15
"abandonará",2.06
"abandonarán",0.62
"abandonarás",0.06
"abandonaré",0.23
"abandonaréis",0.01
"abandonaría",1.26
"abandonaríamos",0.01
"abandonarían",0.30
"abandonarías",0.02
"abandonas",0.24
"abandonase",0.70
"abandonasen",0.24
"abandonaste",0.17
"abandonasteis",0.01
"abandonastes",0.00
"abandonated",0.00
"abandonden",0.00
"abandone",3.66
"abandoned",0.00
"abandonemos",0.21
"abandonen",1.79
"abandones",0.62
"abandoneu",0.00
"abandonismo",0.05
"abandonismos",0.00
"abandonista",0.02
"abandonistas",0.00
"abandono",24.67
"abandonos",1.11
"abandoná",0.01
"abandonábamos",0.13
"abandonáis",0.01
"abandonándola",0.09
"abandonándolas",0.03
"abandonándole",0.03
"abandonándoles",0.00
"abandonándolo",0.17
"abandonándolos",0.05
"abandonándome",0.06
"abandonándonos",0.04
"abandonándose",0.26
"abandonáramos",0.05
"abandonás",0.01
"abandonásemos",0.03
"abandoné",1.92
